,Date,Tweets
11150,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11151,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11152,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11153,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11154,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11155,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11156,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11157,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11158,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11159,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11160,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11161,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11162,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11163,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11164,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11165,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11166,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11167,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11168,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11169,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11170,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11171,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11172,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11173,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11174,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11175,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11176,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11177,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11178,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11179,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11180,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11181,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11182,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11183,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11184,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11185,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11186,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11187,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11188,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11189,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11190,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11191,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11192,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11193,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11194,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11195,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11196,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11197,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11198,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11199,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11200,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11201,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11202,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11203,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11204,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11205,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11206,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11207,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11208,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11209,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11210,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11211,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11212,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11213,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11214,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11215,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11216,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11217,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11218,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11219,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11220,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11221,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11222,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11223,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11224,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11225,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11226,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11227,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11228,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11229,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11230,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11231,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11232,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11233,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11234,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11235,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11236,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11237,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11238,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11239,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11240,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11241,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11242,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11243,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11244,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11245,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11246,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11247,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11248,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11249,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11250,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11251,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11252,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11253,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11254,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11255,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11256,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11257,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11258,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11259,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11260,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11261,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11262,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11263,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11264,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11265,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11266,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
11267,2018-06-28 19:28,"""It's been one day since I received my final university results, and I have already had letters for both council tax and my student loan repayments...and I almost guarantee that my debt is bigger than yours! # poverty"""
11268,2018-06-28 19:25,"""Varieties of # poverty: # happy people know # wealth is neither money or possessions ( # consumerism). It's knowing where we are. The only difference between Heaven and Hell ( # paradise and purgatory) is the # wholeness gained through # consciousness"
11269,2018-06-28 19:21,"""Brexit Lavatory politics https://youtu.be/4ZRcjrW7MXU # theresamay # brexit # brexitxhambles # universalcredit # brexshit # torybrexshit # poverty # pips # esa # hammond # corbyn 80"""
11270,2018-06-28 19:20,"""# Nigeria overtakes # India in extreme # Poverty https://edition.cnn.com/2018/06/26/africa/nigeria-overtakes-india-extreme-poverty-intl/index.html …"""
11271,2018-06-28 19:20,""". @ UniteThePoor calls for @ UN hearing on # poverty: https://wp.me/p7prle-2BK # TalkPoverty"""
11272,2018-06-28 19:16,"""Sports taught me to challenge myself. How to be a team player. Youth programs should focus on price & inclusion. Kids wouldn't be shooting schools up. Playing video games or entertaining yourself with television doesn't relieve everyday stress & anxiety. # HopeSolo # poverty"""
11273,2018-06-28 19:13,"""Mi comfort circle is my personnal hell. # criticalthinking # Sociedad # society # pobreza # poverty # Homelesspic.twitter.com/FOwIQqFhtr"""
11274,2018-06-28 19:12,"""JRM on # bbctw angling for a # NoDeal # Brexit. # Somerset # capital Management safely ensconced in # Eire then. How absolutely lovely, what? what? # lying # cheating # greedy # poverty # homelessness # death # ToriesOut # bbcqt # bbcaq"""
11275,2018-06-28 19:09,"""Seminar for the Multidimensional Aspects of # Poverty happening right now in # NYC!pic.twitter.com/qWPOlUjUua"""
11276,2018-06-28 19:01,"""Those that do not know what’s really going on in # Venezuela are IGNORANTS, just take a look at # Nicaragua NOW & let’s NOT forget # Cuba # Socialism # Communism KILLS! # FreeIsNotFree # Lies # Poverty & # MassImmigration are the REAL FACES behind all these # LiberalAgenda"""
11277,2018-06-28 19:00,"""The 2018-19 # CAbudget makes some notable investments in the economic security of Californians. Fact via our 'first look' analysis, which highlights some of these key investments: http://bit.ly/2N6hf0s # 4pmFact # CAleg # CalWORKs # Poverty # CutPovertyCA # EndChildPovertypic.twitter.com/P8HBNhkbq2"""
11278,2018-06-28 18:57,"""Think of all the dependents # BoydBarrett will have if we get more immigrants. He can spend his days keeping them living in poverty, & they will keep him in a job as a result. everyone wins...except the migrants & our own poor people who are homeless & sick. # Immigrants # Poverty"""
11279,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11280,2018-06-28 18:49,"""# DollarStores are thriving – but are they ripping off poor people? https://www.theguardian.com/us-news/2018/jun/28/dollar-store-ripping-people-off-poverty-inequality … # Poverty # Inequality # FamilyDollar # DollarTree # FoodSecurity # Supermarkets"""
11281,2018-06-28 19:58,"""Watched a moving story on # PBS abt building homes by # Auburn Rural Project for ppl trapped in # poverty Architect students build them. # cool"""
11282,2018-06-28 19:35,"""With all the # zero # hours # contract workers considering a move abroad like these # brave # Tories, who will drive our taxis/deliver parcels/staff hotels/restaurants/look after sick & elderly, etc? # Brexit # BrexitShambles # lying # cheating # poverty # death # ToriesOut # bbcqt # bbctwhttps://twitter.com/DavidLammy/status/1011526704064598016 …"""
11283,2018-06-28 19:34,"""U | # Poverty : Ending the 'closet to poverty pipeline' for LGBTQ youth - June is a festive month for many people… https://goo.gl/fb/AXxrRE"""
11284,2018-06-28 19:34,"""U | # Poverty : Donald Trump's Poverty Denial - In a recent rebuke to a United Nations report on American poverty… https://goo.gl/fb/qbb1aA"""
11285,2018-06-28 19:34,"""U | # Poverty : Why Are Americans Adopting Fewer Foreign Children? - Ben Christopher, at the data visualization… https://goo.gl/fb/TZF2Qk"""
11286,2018-06-28 19:30,"""Katherine Fulton On The Future Of # Philanthropy http://dld.bz/kZGt # women # inspiration # TED # poverty # innovation # TEDxWomen"""
